COMPLAINT_STATUS,COMPLIANCE_REVIEW_END_DATE,COMPLIANCE_REVIEW_START_DATE,COUNTRY,DATE_CLOSED,DISPUTE_RESOLUTION_END_DATE,DISPUTE_RESOLUTION_START_DATE,DOCUMENTS,ELIGIBILITY_END_DATE,ELIGIBILITY_START_DATE,ENVIRONMENTAL_CATEGORY,FILERS,FILING_DATE,HYPERLINK,IAM,IAM_ID,ISSUES,IS_COMPLIANCE_REPORT_ISSUED,MONITORING_END_DATE,MONITORING_START_DATE,PROJECT_ID,PROJECT_LOAN_AMOUNT,PROJECT_NAME,PROJECT_NUMBER,PROJECT_TYPE,REGISTRATION_END_DATE,REGISTRATION_START_DATE,RELATED_PROJECT_NUMBER,SECTOR,YEAR
Closed,,,Peru,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/06-CompliantfromJUASVI_July16_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agrokasa_AssessmentReport_Dec2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agrokasa_AssessmentReport_Dec2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/04-ComplaintfromJuntadeUsariosdeRioSeco_June5.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agrokasa_AssessmentReport_Dec2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agrokasa_AssessmentReport_Dec2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agrokasa_AssessmentReport_Dec2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agrokasa_AssessmentReport_Dec2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/InformedeEvaluacion_Agrokasa.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/040510_RioSecotoCAO_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agrokasa_AssessmentReport_Dec2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/040510_RioSecotoCAO_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agrokasa_AssessmentReport_Dec2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AgrokasaOmbudsmanConclusionReportApril2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agrokasa_AssessmentReport_Dec2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agrokasa_AssessmentReport_Dec2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AgrokasaConclusionReportApril2011_SPAN.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agrokasa_AssessmentReport_Dec2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_C-I-R9-Y10-F126.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_SPANISH_C-I-R9-Y10-F126.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Audit_Report_C_I_R9_Y10_F126_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Audit_Report_C_I_R9_Y10_F126_ESP.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponse_July2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponse_July2011_ESP.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCimprovementspostAgrokasa_IFCDocNov2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Monitoring_And_Closure_Report_C_I_R9_Y10_F126_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Monitoring_And_Closure_Report_C_I_R9_Y10_F126_ESP.pdf",,,B,,"June 02, 2009",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=139,CAO,21,"Depletion of Ica aquifer, water quality, drilling throughout the valley, licensing of wells and water transfer projects, disclosure of information.",,,,139,Up to $10 million (withdrawn by client),Sociedad Agricola Drokasa S.A. 26821 (withdrawn by,client),Agribusiness,,"June 02, 2009",,Agriculture and Forestry,2009
Closed,,,Peru,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_C-M-R9-Y08-F106_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_C-M-R9-Y08-F106_SPANISH.pdf",Completed,,,,"June 01, 2008",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=109,CAO,21,,,,,109,$67.5 million ,Compania Minera Antamina ,732,,,"June 01, 2008",,Mining,2008
Closed,,,Peru,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintSpanishNov222012_Redacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Yanacocha4_May2013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOINFORMEDEEVALUACION_Yanacocha4_Espanol_Mayo2013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessmentReport_Yanacocha4_May32013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOConclusionReportYanacocha26Feb2014.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOConclusionReportYanacochaFeb2014SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalofYanacocha_May292015_forweb.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalofYanacocha_Spanish_forweb.pdf",,,A,,"November 22, 2012",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=193,CAO,21,Land compensation and land rights,,,,193,5% equity stake,Yanacocha,2983,"Oil, Gas, Mining, & Chemicals",,"November 22, 2012",,Mining,2012
Closed,,,Peru,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/SummarycomplaintSpanishwebsiteredacted_June252013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Yanacocha5_CAOAssessmentReport_Oct42013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Yanacocha5_CAOAssessmentReport_Oct42013_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCresponse_CAOassessmentreport_Yanacocha5_October2013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOConclusionReportYanacocha5-25July2014ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Yanacocha5_CAOAssessmentReport_Oct42013_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOConclusionReportYanacocha5-July2014SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Yanacocha5_CAOAssessmentReport_Oct42013_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalofYanacocha_May292015_forweb_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalofYanacocha_Spanish_forweb_000.pdf",,,A,,"June 07, 2013",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=204,CAO,21,Land compensation and land rights,,,,204,5% equity stake,Yanacocha,2983,"Oil, Gas, Mining, & Chemicals",,"June 07, 2013",,Mining,2013
Closed,,,Peru,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/Yanacocha6CAOAssessmentReportJuly2014English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Yanacocha6CAOAssessmentReportJuly2014Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalofYanacocha_May292015_forweb_001.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalofYanacocha_Spanish_forweb_001.pdf",Completed,,A,,"February 06, 2014",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=216,CAO,21,Labor concerns,,,,216,5% equity stake,Yanacocha,2983,"Oil, Gas, Mining, & Chemicals",,"February 06, 2014",,Mining,2014
Closed,,,Peru,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/LetterofCompliant_Yanacocha7_March102014_forweb.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Yanacocha7CAOAssessmentReportEnglishJuly.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Yanacocha7CAOAssessmentReportSpanishJuly.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalofYanacocha_May292015_forweb_002.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalofYanacocha_Spanish_forweb_002.pdf",Completed,,A,,"March 10, 2014",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=220,CAO,21,Land acquisition and compensation,,,,220,5% equity stake,Yanacocha,2983,"Oil, Gas, Mining, & Chemicals",,"March 10, 2014",,Mining,2014
Open - Compliance,,Completed,Peru,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Yanacocha09_July2017_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Yanacocha09_July2017_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessmentReportonYanacocha_9thcomplaint_August.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessmentReportonYanacocha_9thcomplaint_August.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisalYanacocha9-10.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisalYanacocha9-10_Espanol.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforYanacocha09-10investigation_ENG.PDF, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforYanacocha09-10investigation_ESP.PDF",,,A,,"January 27, 2017",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1257,CAO,21,Occupational health and safety and information disclosure,,,,1257,5% equity stake,Yanacocha,2983,"Oil, Gas, Mining, & Chemicals",,"January 27, 2017",,Mining,2017
Open - Compliance,,Completed,Peru,,,,"http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Yanacocha10_September2017_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Yanacocha10_September2017_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessmentReportonYanacocha10_Sept2017.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Yanacocha10_September2017_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisalYanacocha9-10.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisalYanacocha9-10_Espanol.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforYanacocha09-10investigation_ENG.PDF, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforYanacocha09-10investigation_ESP.PDF",,,A,,"May 10, 2017",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1258,CAO,21,Occupational health and safety and health impacts,,,,1258,5% equity stake,Yanacocha,2983,"Oil, Gas, Mining, & Chemicals",,"May 10, 2017",,Mining,2017
Open - Compliance,,Completed,Peru,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/Letterofcomplaint-Yanacocha-11.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Yanacocha-11_CAOAssessmentReport_May242018_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Yanacocha-11_CAOAssessmentReport_May242018_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Letterofcomplaint-Yanacocha-11.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCresponseinrelationtoCAOAssesmentreportaboutYanacocha-Project2983-11thcomplaint.pdf",,,A,,"December 06, 2017",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1268,CAO,21,Community health and environmental pollution,,,,1268,5% equity stake,Yanacocha,2983,"Oil, Gas, Mining, & Chemicals",,"December 06, 2017",,Mining,2017
Closed,,,Peru,,,,"http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/Workshop_Antamina_CMVFAH_Final_english.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/Taller_Antamina_CMVFAH_Final_espanol.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/file:///C|/Users/ehorgan/Documents/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/Peru%20â€“%20Antamina/Final_Antamina_Assessment_May06a.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/file:///C|/Users/ehorgan/Documents/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/Peru%20â€“%20Antamina/Informe_Final_de_Evaluccion_Mayo06a.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/file:///C|/Users/ehorgan/Documents/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/Peru%20â€“%20Antamina/Annex_A_Final_Revised_April.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/file:///C|/Users/ehorgan/Documents/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/Peru%20â€“%20Antamina/ANEXO_TECHNICO_ANTAMINA_FINALREVISADO_Abril.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/#",Completed,,,,"May 01, 2005",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=108,CAO,21,,,,,108,$67.5 million ,Compania Minera Antamina ,732,,,"May 01, 2005",,Mining,2005
Closed,,,Peru,,Completed,,,,,A,,"July 01, 2000",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=110,CAO,21,,,,,110,$20 million (A Loan) & $40 million (B Loan),Yanacocha III,4449,"Oil, Gas, Mining, & Chemicals",,"July 01, 2000",,"Oil, Gas and Mining",2000
Closed,,,Peru,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/MesaTechnicalTeamAnnualMonitoringReport20042005.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2000MercurySpill.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AnnualMonitoringReportPresentation2-06-2006.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2000MercurySpill.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EvaluaciondelaCalidaddelAgua2004-2005.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2000MercurySpill.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MESA_Evaluation_Report_Final_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2000MercurySpill.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2000MercurySpill.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/mercuriodejunio2000.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/Exitreportenglish02-7-06-final.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOFeb2003Meetingsspanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOSeptOct2002Meetingsenglish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOSeptOct2002Meetingsspanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOJulyAug2002Meetingsenglish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOJulyAug2002Meetingsspanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOApril2002Meetingsenglish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOApril2002Meetingsspanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOFebMarch2002Meetingsenglish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOFebMarch2002Meetingsspanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOJan2002Meetingsenglish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOJan2002Meetingsspanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAONov2001Meetingsenglish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAONov2001Meetingsspanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOSept2001Meetingsenglish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOSept2001Meetingsspanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MediationReportAugust200108-01-01.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Exitreportenglish02-7-06-final.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ExitReportspanish2-7-06final.pdf",,,A,,"March 01, 2001",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=111,CAO,21,,,,,111,$20 million (A Loan) & $40 million (B Loan),Yanacocha III,4449,"Oil, Gas, Mining, & Chemicals",,"March 01, 2001",,"Oil, Gas and Mining",2001
Closed,,,Peru,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/documents/ATTACHMENTB_MineraYanacochaquantitystudies_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2000MercurySpill_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/mercuriodejunio2000_000.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/InfoSharingMeetingNotesFinal.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/Notasdelareunion_final_espanol.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/Exitreportenglish02-7-06-final.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ExitReportspanish2-7-06final.pdf",,,A,,"March 01, 2006",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=112,CAO,21,,,,,112,$20 million (A Loan) & $40 million (B Loan),Yanacocha III,4449,"Oil, Gas, Mining, & Chemicals",,"March 01, 2006",,"Oil, Gas and Mining",2006
Closed,,Completed,Peru,,,,,,,,,"September 01, 2000",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=107,CAO,21,,,,,107,$67.5 million ,Compania Minera Antamina ,732,,,"September 01, 2000",,Mining,2000
Closed,,Completed,Uruguay,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCresponsetoCAOPreliminaryAssessmentReport..pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/preliminary_assessmentFINAL.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/preliminary_assessment-SpanFINAL.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAuditofOrionandCMBPulpMillsFinalReportENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOInformeFinaldeAuditoriadelaDiligenciaDebidaCFIOMGISPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCCAOAuditofOrionandCMBPulpMillsIFCManagementResponseENGLISH.PDF, http://www.cao-ombudsman.org/cases/document-links/documents/IFCCAOAuditofOrionandCMBPulpMillsIFCManagementResponseSPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MIGACAOAuditofOrionandCMBPulpMillsMIGAManagementResponseENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MIGACAOAuditofOrionandCMBPulpMillsMIGAManagementResponseSPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOMediaAdvisoryforUruguayAudit.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOMediaAdvisoryforUruguayAuditSpanish.pdf",,,A,,"September 01, 2005",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=117,CAO,21,,,,,117,$50 million (A Loan) & $150 million (B Loan),Celulosas de M'Bopicua,23681,Global Manufacturing & Services,,"September 01, 2005",,Pulp & Paper,2005
Closed,,,Uruguay,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/Complaint-Gualeguaychu-REVISED_Englishtranslation.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_Orion_SPAN.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint-supportingdocs_part1.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint-supportingdocs_part2.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/OmbudsmanAssessmentReport_Orion2_Dec17_2009.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/OmbudsmanAssessmentReport_Orion2_Dec17_2009.SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_C-I-R1-Y09-F123_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_C-I-R1-Y09-F123_ESP.pdf, http://www.cao-ombudsman.org/cases/document-links/#",Completed,,A,,"August 05, 2009",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=152,CAO,21,,,,,152,up to $200 million in A & B loans,Orion,23817,Global Manufacturing & Services,,"August 05, 2009",,Pulp & Paper,2009
